,entity,tag,sample
16753,10.5,B-QUANTITY,463
16754,ounces,B-UNIT,463
16755,mini,B-PHYSICAL_QUALITY,463
16756,marshmallows,B-FOOD,463
16757,12,B-QUANTITY,463
16758,ounces,B-UNIT,463
16759,golden,B-COLOR,463
16760,grahams,B-FOOD,463
16761,12,B-QUANTITY,463
16762,ounces,B-UNIT,463
16763,milk,B-FOOD,463
16764,chocolate,I-FOOD,463
16765,steaks,B-FOOD,463
16766,cut,B-PROCESS,463
16767,in,I-PROCESS,463
16768,teaspoon,B-UNIT,463
16769,seasoning,B-FOOD,463
16770,salt,I-FOOD,463
16771,or,B-QUANTITY,463
16772,more,I-QUANTITY,463
16773,teaspoon,B-UNIT,463
16774,ground,B-PROCESS,463
16775,black,B-COLOR,463
16776,pepper,B-FOOD,463
16777,divided,B-PROCESS,463
16778,or,B-QUANTITY,463
16779,more,I-QUANTITY,463
16780,teaspoon,B-UNIT,463
16781,sugar,B-FOOD,463
16782,cilantro,B-FOOD,463
16783,stems,B-PART,463
16784,and,I-PART,463
16785,vegetables,B-FOOD,463
16786,drained,B-PROCESS,463
16787,1,B-QUANTITY,464
16788,cup,B-UNIT,464
16789,balsamic,B-FOOD,464
16790,vinegar,I-FOOD,464
16791,tablespoon,B-UNIT,464
16792,brown,B-COLOR,464
16793,sugar,B-FOOD,464
16794,12,B-QUANTITY,464
16795,ounces,B-UNIT,464
16796,golden,B-COLOR,464
16797,grahams,B-FOOD,464
16798,12,B-QUANTITY,464
16799,ounces,B-UNIT,464
16800,milk,B-FOOD,464
16801,chocolate,I-FOOD,464
16802,steaks,B-FOOD,464
16803,cut,B-PROCESS,464
16804,in,I-PROCESS,464
16805,teaspoon,B-UNIT,464
16806,seasoning,B-FOOD,464
16807,salt,I-FOOD,464
16808,or,B-QUANTITY,464
16809,more,I-QUANTITY,464
16810,teaspoon,B-UNIT,464
16811,ground,B-PROCESS,464
16812,black,B-COLOR,464
16813,pepper,B-FOOD,464
16814,divided,B-PROCESS,464
16815,or,B-QUANTITY,464
16816,more,I-QUANTITY,464
16817,teaspoon,B-UNIT,464
16818,sugar,B-FOOD,464
16819,cilantro,B-FOOD,464
16820,stems,B-PART,464
16821,and,I-PART,464
16822,vegetables,B-FOOD,464
16823,drained,B-PROCESS,464
16824,3,B-QUANTITY,465
16825,lbs,B-UNIT,465
16826,ground,B-PROCESS,465
16827,beef,B-FOOD,465
16828,3,B-QUANTITY,465
16829,cups,B-UNIT,465
16830,pasta,B-FOOD,465
16831,sauce,I-FOOD,465
16832,for,B-PURPOSE,465
16833,8,B-QUANTITY,465
16834,hamburger,B-FOOD,465
16835,1,B-QUANTITY,465
16836,1⁄2,I-QUANTITY,465
16837,grated,B-PROCESS,465
16838,cheddar,B-FOOD,465
16839,cheese,I-FOOD,465
16840,cup,B-UNIT,465
16841,grated,B-PROCESS,465
16842,parmesan,B-FOOD,465
16843,seasoning,B-FOOD,465
16844,salt,I-FOOD,465
16845,or,B-QUANTITY,465
16846,more,I-QUANTITY,465
16847,teaspoon,B-UNIT,465
16848,ground,B-PROCESS,465
16849,black,B-COLOR,465
16850,pepper,B-FOOD,465
16851,divided,B-PROCESS,465
16852,or,B-QUANTITY,465
16853,more,I-QUANTITY,465
16854,teaspoon,B-UNIT,465
16855,sugar,B-FOOD,465
16856,cilantro,B-FOOD,465
16857,stems,B-PART,465
16858,and,I-PART,465
16859,vegetables,B-FOOD,465
16860,drained,B-PROCESS,465
16861,1/3,B-QUANTITY,466
16862,cup,B-UNIT,466
16863,apple,B-FOOD,466
16864,cider,I-FOOD,466
16865,cup,B-UNIT,466
16866,Dijon,B-FOOD,466
16867,mustard,I-FOOD,466
16868,cup,B-UNIT,466
16869,honey,B-FOOD,466
16870,1/3,B-QUANTITY,466
16871,cup,B-UNIT,466
16872,mayo,B-FOOD,466
16873,1,B-QUANTITY,466
16874,teaspoon,B-UNIT,466
16875,salt,B-FOOD,466
16876,1,B-QUANTITY,466
16877,dash,B-UNIT,466
16878,ground,B-PROCESS,466
16879,pepper,B-FOOD,466
16880,seasoning,B-FOOD,466
16881,salt,I-FOOD,466
16882,or,B-QUANTITY,466
16883,more,I-QUANTITY,466
16884,teaspoon,B-UNIT,466
16885,ground,B-PROCESS,466
16886,black,B-COLOR,466
16887,pepper,B-FOOD,466
16888,divided,B-PROCESS,466
16889,or,B-QUANTITY,466
16890,more,I-QUANTITY,466
16891,teaspoon,B-UNIT,466
16892,sugar,B-FOOD,466
16893,cilantro,B-FOOD,466
16894,stems,B-PART,466
16895,and,I-PART,466
16896,vegetables,B-FOOD,466
16897,drained,B-PROCESS,466
16898,8,B-QUANTITY,467
16899,ounces,B-UNIT,467
16900,canned,B-PHYSICAL_QUALITY,467
16901,tuna,B-FOOD,467
16902,2,B-QUANTITY,467
16903,tablespoons,B-UNIT,467
16904,mayonnaise,B-FOOD,467
16905,parsley,B-FOOD,467
16906,flakes,I-FOOD,467
16907,tortilla,B-FOOD,467
16908,1⁄4,B-QUANTITY,467
16909,cup,B-UNIT,467
16910,shredded,B-PROCESS,467
16911,cheese,B-FOOD,467
16912,salt,B-FOOD,467
16913,1,B-QUANTITY,467
16914,dash,B-UNIT,467
16915,ground,B-PROCESS,467
16916,pepper,B-FOOD,467
16917,seasoning,B-FOOD,467
16918,salt,I-FOOD,467
16919,or,B-QUANTITY,467
16920,more,I-QUANTITY,467
16921,teaspoon,B-UNIT,467
16922,ground,B-PROCESS,467
16923,black,B-COLOR,467
16924,pepper,B-FOOD,467
16925,divided,B-PROCESS,467
16926,or,B-QUANTITY,467
16927,more,I-QUANTITY,467
16928,teaspoon,B-UNIT,467
16929,sugar,B-FOOD,467
16930,cilantro,B-FOOD,467
16931,stems,B-PART,467
16932,and,I-PART,467
16933,vegetables,B-FOOD,467
16934,drained,B-PROCESS,467
16935,2,B-QUANTITY,468
16936,teaspoons,B-UNIT,468
16937,butter,B-FOOD,468
16938,ghee,B-FOOD,468
16939,2,B-QUANTITY,468
16940,slices,B-UNIT,468
16941,bread,B-FOOD,468
16942,2,B-QUANTITY,468
16943,slices,B-UNIT,468
16944,Roma,B-FOOD,468
16945,tomato,I-FOOD,468
16946,cup,B-UNIT,468
16947,spinach,B-FOOD,468
16948,2,B-QUANTITY,468
16949,tablespoons,B-UNIT,468
16950,pitted,B-PHYSICAL_QUALITY,468
16951,kalamata,B-FOOD,468
16952,olives,I-FOOD,468
16953,tablespoon,B-UNIT,468
16954,feta,B-FOOD,468
16955,cheese,I-FOOD,468
16956,ounces,B-UNIT,468
16957,fresh,B-PHYSICAL_QUALITY,468
16958,mozzarella,B-FOOD,468
16959,slices,B-PHYSICAL_QUALITY,468
16960,black,B-COLOR,468
16961,pepper,B-FOOD,468
16962,divided,B-PROCESS,468
16963,or,B-QUANTITY,468
16964,more,I-QUANTITY,468
16965,teaspoon,B-UNIT,468
16966,sugar,B-FOOD,468
16967,cilantro,B-FOOD,468
16968,stems,B-PART,468
16969,and,I-PART,468
16970,vegetables,B-FOOD,468
16971,drained,B-PROCESS,468
16972,2,B-QUANTITY,469
16973,large,B-PHYSICAL_QUALITY,469
16974,egg,B-FOOD,469
16975,whites,B-PART,469
16976,110,B-QUANTITY,469
16977,grams,B-UNIT,469
16978,powder,B-FOOD,469
16979,sugar,I-FOOD,469
16980,grams,B-UNIT,469
16981,granulated,B-PHYSICAL_QUALITY,469
16982,sugar,B-FOOD,469
16983,60,B-QUANTITY,469
16984,grams,B-UNIT,469
16985,almond,B-FOOD,469
16986,flour,I-FOOD,469
16987,pitted,B-PHYSICAL_QUALITY,469
16988,kalamata,B-FOOD,469
16989,olives,I-FOOD,469
16990,tablespoon,B-UNIT,469
16991,feta,B-FOOD,469
16992,cheese,I-FOOD,469
16993,ounces,B-UNIT,469
16994,fresh,B-PHYSICAL_QUALITY,469
16995,mozzarella,B-FOOD,469
16996,slices,B-PHYSICAL_QUALITY,469
16997,black,B-COLOR,469
16998,pepper,B-FOOD,469
16999,divided,B-PROCESS,469
17000,or,B-QUANTITY,469
17001,more,I-QUANTITY,469
17002,teaspoon,B-UNIT,469
17003,sugar,B-FOOD,469
17004,cilantro,B-FOOD,469
17005,stems,B-PART,469
17006,and,I-PART,469
17007,vegetables,B-FOOD,469
17008,drained,B-PROCESS,469
17009,8,B-QUANTITY,470
17010,ounces,B-UNIT,470
17011,cream,B-FOOD,470
17012,cheese,I-FOOD,470
17013,cup,B-UNIT,470
17014,heavy,B-FOOD,470
17015,cream,I-FOOD,470
17016,cup,B-UNIT,470
17017,cold,B-PHYSICAL_QUALITY,470
17018,water,B-FOOD,470
17019,1,B-QUANTITY,470
17020,1,B-QUANTITY,470
17021,ounce,B-UNIT,470
17022,package,B-UNIT,470
17023,instant,B-PHYSICAL_QUALITY,470
17024,pudding,B-FOOD,470
17025,kalamata,B-FOOD,470
17026,olives,I-FOOD,470
17027,tablespoon,B-UNIT,470
17028,feta,B-FOOD,470
17029,cheese,I-FOOD,470
17030,ounces,B-UNIT,470
17031,fresh,B-PHYSICAL_QUALITY,470
17032,mozzarella,B-FOOD,470
17033,slices,B-PHYSICAL_QUALITY,470
17034,black,B-COLOR,470
17035,pepper,B-FOOD,470
17036,divided,B-PROCESS,470
17037,or,B-QUANTITY,470
17038,more,I-QUANTITY,470
17039,teaspoon,B-UNIT,470
17040,sugar,B-FOOD,470
17041,cilantro,B-FOOD,470
17042,stems,B-PART,470
17043,and,I-PART,470
17044,vegetables,B-FOOD,470
17045,drained,B-PROCESS,470
17046,2,B-QUANTITY,471
17047,lbs,B-UNIT,471
17048,boneless,B-PHYSICAL_QUALITY,471
17049,pork,B-FOOD,471
17050,roast,I-FOOD,471
17051,teaspoon,B-UNIT,471
17052,dried,B-PHYSICAL_QUALITY,471
17053,sage,B-FOOD,471
17054,1⁄4,B-QUANTITY,471
17055,teaspoon,B-UNIT,471
17056,dried,B-PHYSICAL_QUALITY,471
17057,rosemary,B-FOOD,471
17058,1,B-QUANTITY,471
17059,garlic,B-FOOD,471
17060,clove,B-UNIT,471
17061,crushed,B-PROCESS,471
17062,or,B-PROCESS,471
17063,chopped,I-PROCESS,471
17064,pepper,B-FOOD,471
17065,feta,B-FOOD,471
17066,cheese,I-FOOD,471
17067,ounces,B-UNIT,471
17068,fresh,B-PHYSICAL_QUALITY,471
17069,mozzarella,B-FOOD,471
17070,slices,B-PHYSICAL_QUALITY,471
17071,black,B-COLOR,471
17072,pepper,B-FOOD,471
17073,divided,B-PROCESS,471
17074,or,B-QUANTITY,471
17075,more,I-QUANTITY,471
17076,teaspoon,B-UNIT,471
17077,sugar,B-FOOD,471
17078,cilantro,B-FOOD,471
17079,stems,B-PART,471
17080,and,I-PART,471
17081,vegetables,B-FOOD,471
17082,drained,B-PROCESS,471
17083,15,B-QUANTITY,472
17084,ounces,B-UNIT,472
17085,pitted,B-PHYSICAL_QUALITY,472
17086,dark,B-COLOR,472
17087,cherries,B-FOOD,472
17088,in,I-FOOD,472
17089,teaspoon,B-UNIT,472
17090,cornstarch,B-FOOD,472
17091,2,B-QUANTITY,472
17092,tablespoons,B-UNIT,472
17093,brown,B-COLOR,472
17094,sugar,B-FOOD,472
17095,2,B-QUANTITY,472
17096,tablespoons,B-UNIT,472
17097,kirsch,B-FOOD,472
17098,2,B-QUANTITY,472
17099,tablespoons,B-UNIT,472
17100,brandy,B-FOOD,472
17101,2,B-QUANTITY,472
17102,cups,B-UNIT,472
17103,vanilla,B-FOOD,472
17104,frozen,B-PHYSICAL_QUALITY,472
17105,yogurt,B-FOOD,472
17106,mozzarella,B-FOOD,472
17107,slices,B-PHYSICAL_QUALITY,472
17108,black,B-COLOR,472
17109,pepper,B-FOOD,472
17110,divided,B-PROCESS,472
17111,or,B-QUANTITY,472
17112,more,I-QUANTITY,472
17113,teaspoon,B-UNIT,472
17114,sugar,B-FOOD,472
17115,cilantro,B-FOOD,472
17116,stems,B-PART,472
17117,and,I-PART,472
17118,vegetables,B-FOOD,472
17119,drained,B-PROCESS,472
17120,3,B-QUANTITY,473
17121,tablespoons,B-UNIT,473
17122,wheat,B-FOOD,473
17123,germ,I-FOOD,473
17124,tablespoons,B-UNIT,473
17125,honey,B-FOOD,473
17126,1,B-QUANTITY,473
17127,tablespoon,B-UNIT,473
17128,Dijon,B-FOOD,473
17129,mustard,I-FOOD,473
17130,tablespoon,B-UNIT,473
17131,canned,B-PHYSICAL_QUALITY,473
17132,apricot,B-FOOD,473
17133,nectar,I-FOOD,473
17134,tablespoon,B-UNIT,473
17135,apricot,B-FOOD,473
17136,jam,I-FOOD,473
17137,teaspoon,B-UNIT,473
17138,reduced,B-PHYSICAL_QUALITY,473
17139,soy,B-FOOD,473
17140,sauce,I-FOOD,473
17141,bone-in,B-PHYSICAL_QUALITY,473
17142,skinless,B-PHYSICAL_QUALITY,473
17143,chicken,B-FOOD,473
17144,breast,B-PART,473
17145,halves,B-UNIT,473
17146,trimmed,B-PROCESS,473
17147,of,I-PROCESS,473
17148,or,B-QUANTITY,473
17149,more,I-QUANTITY,473
17150,teaspoon,B-UNIT,473
17151,sugar,B-FOOD,473
17152,cilantro,B-FOOD,473
17153,stems,B-PART,473
17154,and,I-PART,473
17155,vegetables,B-FOOD,473
17156,drained,B-PROCESS,473
17157,kosher,B-FOOD,474
17158,salt,I-FOOD,474
17159,lime,B-FOOD,474
17160,slices,B-UNIT,474
17161,1⁄4,B-QUANTITY,474
17162,cup,B-UNIT,474
17163,tequila,B-FOOD,474
17164,blanco,B-COLOR,474
17165,silver,B-COLOR,474
17166,2,B-QUANTITY,474
17167,tablespoons,B-UNIT,474
17168,agave,B-FOOD,474
17169,syrup,I-FOOD,474
17170,tablespoons,B-UNIT,474
17171,fresh,B-PHYSICAL_QUALITY,474
17172,lime,B-FOOD,474
17173,juice,I-FOOD,474
17174,teaspoon,B-UNIT,474
17175,reduced,B-PHYSICAL_QUALITY,474
17176,soy,B-FOOD,474
17177,sauce,I-FOOD,474
17178,bone-in,B-PHYSICAL_QUALITY,474
17179,skinless,B-PHYSICAL_QUALITY,474
17180,chicken,B-FOOD,474
17181,breast,B-PART,474
17182,halves,B-UNIT,474
17183,trimmed,B-PROCESS,474
17184,of,I-PROCESS,474
17185,or,B-QUANTITY,474
17186,more,I-QUANTITY,474
17187,teaspoon,B-UNIT,474
17188,sugar,B-FOOD,474
17189,cilantro,B-FOOD,474
17190,stems,B-PART,474
17191,and,I-PART,474
17192,vegetables,B-FOOD,474
17193,drained,B-PROCESS,474
17194,1⁄2,B-QUANTITY,475
17195,cup,B-UNIT,475
17196,strawberry,B-FOOD,475
17197,1⁄4,B-QUANTITY,475
17198,teaspoon,B-UNIT,475
17199,vanilla,B-FOOD,475
17200,extract,I-FOOD,475
17201,teaspoon,B-UNIT,475
17202,lemon,B-FOOD,475
17203,freshly,B-PROCESS,475
17204,squeezed,I-PROCESS,475
17205,teaspoon,B-UNIT,475
17206,sugar,B-FOOD,475
17207,8,B-QUANTITY,475
17208,ounces,B-UNIT,475
17209,champagne,B-FOOD,475
17210,3⁄4,B-QUANTITY,475
17211,teaspoon,B-UNIT,475
17212,reduced,B-PHYSICAL_QUALITY,475
17213,soy,B-FOOD,475
17214,sauce,I-FOOD,475
17215,bone-in,B-PHYSICAL_QUALITY,475
17216,skinless,B-PHYSICAL_QUALITY,475
17217,chicken,B-FOOD,475
17218,breast,B-PART,475
17219,halves,B-UNIT,475
17220,trimmed,B-PROCESS,475
17221,of,I-PROCESS,475
17222,or,B-QUANTITY,475
17223,more,I-QUANTITY,475
17224,teaspoon,B-UNIT,475
17225,sugar,B-FOOD,475
17226,cilantro,B-FOOD,475
17227,stems,B-PART,475
17228,and,I-PART,475
17229,vegetables,B-FOOD,475
17230,drained,B-PROCESS,475
17231,8,B-QUANTITY,476
17232,slices,B-UNIT,476
17233,white,B-COLOR,476
17234,bread,B-FOOD,476
17235,thick,B-PHYSICAL_QUALITY,476
17236,4,B-QUANTITY,476
17237,tablespoons,B-UNIT,476
17238,mayonnaise,B-FOOD,476
17239,4,B-QUANTITY,476
17240,tablespoons,B-UNIT,476
17241,butter,B-FOOD,476
17242,room,B-PHYSICAL_QUALITY,476
17243,temperature,I-PHYSICAL_QUALITY,476
17244,pound,B-UNIT,476
17245,cheddar,B-FOOD,476
17246,champagne,B-FOOD,476
17247,3⁄4,B-QUANTITY,476
17248,teaspoon,B-UNIT,476
17249,reduced,B-PHYSICAL_QUALITY,476
17250,soy,B-FOOD,476
17251,sauce,I-FOOD,476
17252,bone-in,B-PHYSICAL_QUALITY,476
17253,skinless,B-PHYSICAL_QUALITY,476
17254,chicken,B-FOOD,476
17255,breast,B-PART,476
17256,halves,B-UNIT,476
17257,trimmed,B-PROCESS,476
17258,of,I-PROCESS,476
17259,or,B-QUANTITY,476
17260,more,I-QUANTITY,476
17261,teaspoon,B-UNIT,476
17262,sugar,B-FOOD,476
17263,cilantro,B-FOOD,476
17264,stems,B-PART,476
17265,and,I-PART,476
17266,vegetables,B-FOOD,476
17267,drained,B-PROCESS,476
17268,110,B-QUANTITY,477
17269,grams,B-UNIT,477
17270,ground,B-PROCESS,477
17271,almonds,B-FOOD,477
17272,2,B-QUANTITY,477
17273,egg,B-FOOD,477
17274,whites,B-PART,477
17275,140,B-QUANTITY,477
17276,grams,B-UNIT,477
17277,caster,B-FOOD,477
17278,sugar,I-FOOD,477
17279,halves,B-PROCESS,477
17280,1,B-QUANTITY,477
17281,pound,B-UNIT,477
17282,cheddar,B-FOOD,477
17283,champagne,B-FOOD,477
17284,3⁄4,B-QUANTITY,477
17285,teaspoon,B-UNIT,477
17286,reduced,B-PHYSICAL_QUALITY,477
17287,soy,B-FOOD,477
17288,sauce,I-FOOD,477
17289,bone-in,B-PHYSICAL_QUALITY,477
17290,skinless,B-PHYSICAL_QUALITY,477
17291,chicken,B-FOOD,477
17292,breast,B-PART,477
17293,halves,B-UNIT,477
17294,trimmed,B-PROCESS,477
17295,of,I-PROCESS,477
17296,or,B-QUANTITY,477
17297,more,I-QUANTITY,477
17298,teaspoon,B-UNIT,477
17299,sugar,B-FOOD,477
17300,cilantro,B-FOOD,477
17301,stems,B-PART,477
17302,and,I-PART,477
17303,vegetables,B-FOOD,477
17304,drained,B-PROCESS,477
17305,4,B-QUANTITY,478
17306,cups,B-UNIT,478
17307,whole,B-PHYSICAL_QUALITY,478
17308,milk,B-FOOD,478
17309,4,B-QUANTITY,478
17310,ounces,B-UNIT,478
17311,mexican,B-FOOD,478
17312,chocolate,I-FOOD,478
17313,ounces,B-UNIT,478
17314,semi-sweet,B-TASTE,478
17315,chocolate,B-FOOD,478
17316,1,B-QUANTITY,478
17317,teaspoon,B-UNIT,478
17318,cinnamon,B-FOOD,478
17319,4,B-QUANTITY,478
17320,tablespoons,B-UNIT,478
17321,sugar,B-FOOD,478
17322,1,B-QUANTITY,478
17323,pinch,B-UNIT,478
17324,salt,B-FOOD,478
17325,1,B-QUANTITY,478
17326,teaspoon,B-UNIT,478
17327,vanilla,B-FOOD,478
17328,cinnamon,B-FOOD,478
17329,stick,B-UNIT,478
17330,to,B-PURPOSE,478
17331,trimmed,B-PROCESS,478
17332,of,I-PROCESS,478
17333,or,B-QUANTITY,478
17334,more,I-QUANTITY,478
17335,teaspoon,B-UNIT,478
17336,sugar,B-FOOD,478
17337,cilantro,B-FOOD,478
17338,stems,B-PART,478
17339,and,I-PART,478
17340,vegetables,B-FOOD,478
17341,drained,B-PROCESS,478
17342,3,B-QUANTITY,479
17343,eggs,B-FOOD,479
17344,1,B-QUANTITY,479
17345,1⁄2,I-QUANTITY,479
17346,milk,B-FOOD,479
17347,1⁄2,B-QUANTITY,479
17348,cup,B-UNIT,479
17349,baking,B-FOOD,479
17350,mix,I-FOOD,479
17351,ounces,B-UNIT,479
17352,sausage,B-FOOD,479
17353,1⁄2,B-QUANTITY,479
17354,cup,B-UNIT,479
17355,cheddar,B-FOOD,479
17356,cheese,I-FOOD,479
17357,tablespoons,B-UNIT,479
17358,sugar,B-FOOD,479
17359,1,B-QUANTITY,479
17360,pinch,B-UNIT,479
17361,salt,B-FOOD,479
17362,1,B-QUANTITY,479
17363,teaspoon,B-UNIT,479
17364,vanilla,B-FOOD,479
17365,cinnamon,B-FOOD,479
17366,stick,B-UNIT,479
17367,to,B-PURPOSE,479
17368,trimmed,B-PROCESS,479
17369,of,I-PROCESS,479
17370,or,B-QUANTITY,479
17371,more,I-QUANTITY,479
17372,teaspoon,B-UNIT,479
17373,sugar,B-FOOD,479
17374,cilantro,B-FOOD,479
17375,stems,B-PART,479
17376,and,I-PART,479
17377,vegetables,B-FOOD,479
17378,drained,B-PROCESS,479
17379,2,B-QUANTITY,480
17380,packages,B-UNIT,480
17381,ramen,B-FOOD,480
17382,instant,B-PHYSICAL_QUALITY,480
17383,3,B-QUANTITY,480
17384,tablespoons,B-UNIT,480
17385,butter,B-FOOD,480
17386,1,B-QUANTITY,480
17387,tablespoon,B-UNIT,480
17388,olive,B-FOOD,480
17389,oil,I-FOOD,480
17390,cup,B-UNIT,480
17391,pecorino,B-FOOD,480
17392,romano,I-FOOD,480
17393,cup,B-UNIT,480
17394,parmigiano,B-FOOD,480
17395,reggiano,I-FOOD,480
17396,pepper,B-FOOD,480
17397,Fresh,B-PROCESS,480
17398,salt,B-FOOD,480
17399,1,B-QUANTITY,480
17400,teaspoon,B-UNIT,480
17401,vanilla,B-FOOD,480
17402,cinnamon,B-FOOD,480
17403,stick,B-UNIT,480
17404,to,B-PURPOSE,480
17405,trimmed,B-PROCESS,480
17406,of,I-PROCESS,480
17407,or,B-QUANTITY,480
17408,more,I-QUANTITY,480
17409,teaspoon,B-UNIT,480
17410,sugar,B-FOOD,480
17411,cilantro,B-FOOD,480
17412,stems,B-PART,480
17413,and,I-PART,480
17414,vegetables,B-FOOD,480
17415,drained,B-PROCESS,480
17416,12,B-QUANTITY,481
17417,hot,B-FOOD,481
17418,dogs,I-FOOD,481
17419,cup,B-UNIT,481
17420,brown,B-COLOR,481
17421,sugar,B-FOOD,481
17422,20,B-QUANTITY,481
17423,slices,B-UNIT,481
17424,bacon,B-FOOD,481
17425,olive,B-FOOD,481
17426,oil,I-FOOD,481
17427,cup,B-UNIT,481
17428,pecorino,B-FOOD,481
17429,romano,I-FOOD,481
17430,cup,B-UNIT,481
17431,parmigiano,B-FOOD,481
17432,reggiano,I-FOOD,481
17433,pepper,B-FOOD,481
17434,Fresh,B-PROCESS,481
17435,salt,B-FOOD,481
17436,1,B-QUANTITY,481
17437,teaspoon,B-UNIT,481
17438,vanilla,B-FOOD,481
17439,cinnamon,B-FOOD,481
17440,stick,B-UNIT,481
17441,to,B-PURPOSE,481
17442,trimmed,B-PROCESS,481
17443,of,I-PROCESS,481
17444,or,B-QUANTITY,481
17445,more,I-QUANTITY,481
17446,teaspoon,B-UNIT,481
17447,sugar,B-FOOD,481
17448,cilantro,B-FOOD,481
17449,stems,B-PART,481
17450,and,I-PART,481
17451,vegetables,B-FOOD,481
17452,drained,B-PROCESS,481
17453,2,B-QUANTITY,482
17454,quarts,B-UNIT,482
17455,strawberries,B-FOOD,482
17456,perfectly,B-PROCESS,482
17457,ripened,I-PROCESS,482
17458,ounces,B-UNIT,482
17459,Sure,B-FOOD,482
17460,100%,B-PHYSICAL_QUALITY,482
17461,Natural,I-PHYSICAL_QUALITY,482
17462,tablespoon,B-UNIT,482
17463,lemon,B-FOOD,482
17464,fresh,B-PROCESS,482
17465,squeezed,I-PROCESS,482
17466,cups,B-UNIT,482
17467,cane,B-FOOD,482
17468,sugar,I-FOOD,482
17469,ounces,B-UNIT,482
17470,jelly,B-FOOD,482
17471,boiling,B-PHYSICAL_QUALITY,482
17472,water,B-FOOD,482
17473,A,B-UNIT,482
17474,large,I-UNIT,482
17475,vanilla,B-FOOD,482
17476,cinnamon,B-FOOD,482
17477,stick,B-UNIT,482
17478,to,B-PURPOSE,482
17479,trimmed,B-PROCESS,482
17480,of,I-PROCESS,482
17481,or,B-QUANTITY,482
17482,more,I-QUANTITY,482
17483,teaspoon,B-UNIT,482
17484,sugar,B-FOOD,482
17485,cilantro,B-FOOD,482
17486,stems,B-PART,482
17487,and,I-PART,482
17488,vegetables,B-FOOD,482
17489,drained,B-PROCESS,482
17490,2,B-QUANTITY,483
17491,lbs,B-UNIT,483
17492,ground,B-PROCESS,483
17493,beef,B-FOOD,483
17494,1,B-QUANTITY,483
17495,1,I-QUANTITY,483
17496,ketchup,B-FOOD,483
17497,1,B-QUANTITY,483
17498,cup,B-UNIT,483
17499,salsa,B-FOOD,483
17500,3⁄4,B-QUANTITY,483
17501,cup,B-UNIT,483
17502,Quaker,B-FOOD,483
17503,Oats,I-FOOD,483
17504,cup,B-UNIT,483
17505,chopped,B-PROCESS,483
17506,onion,B-FOOD,483
17507,1,B-QUANTITY,483
17508,large,B-PHYSICAL_QUALITY,483
17509,egg,B-FOOD,483
17510,beaten,B-PROCESS,483
17511,1,B-QUANTITY,483
17512,tablespoon,B-UNIT,483
17513,soy,B-FOOD,483
17514,sauce,I-FOOD,483
17515,tablespoon,B-UNIT,483
17516,Worcestershire,B-FOOD,483
17517,sauce,I-FOOD,483
17518,pepper,B-FOOD,483
17519,1⁄4,B-QUANTITY,483
17520,teaspoon,B-UNIT,483
17521,sugar,B-FOOD,483
17522,cilantro,B-FOOD,483
17523,stems,B-PART,483
17524,and,I-PART,483
17525,vegetables,B-FOOD,483
17526,drained,B-PROCESS,483
17527,4,B-QUANTITY,484
17528,28,B-QUANTITY,484
17529,ounce,B-UNIT,484
17530,cans,B-UNIT,484
17531,bushes,B-FOOD,484
17532,20,B-QUANTITY,484
17533,hot,B-FOOD,484
17534,dogs,I-FOOD,484
17535,8,B-QUANTITY,484
17536,1/2,I-QUANTITY,484
17537,boxes,B-UNIT,484
17538,cornbread,B-FOOD,484
17539,mix,I-FOOD,484
17540,cups,B-UNIT,484
17541,shredded,B-PROCESS,484
17542,sharp,B-TASTE,484
17543,cheddar,B-FOOD,484
17544,cheese,I-FOOD,484
17545,cup,B-UNIT,484
17546,milk,B-FOOD,484
17547,for,B-PURPOSE,484
17548,cornbread,I-PURPOSE,484
17549,eggs,B-FOOD,484
17550,for,B-PURPOSE,484
17551,cornbread,I-PURPOSE,484
17552,cups,B-UNIT,484
17553,creamed,B-PHYSICAL_QUALITY,484
17554,corn,B-FOOD,484
17555,1,B-QUANTITY,484
17556,regular,B-UNIT,484
17557,size,I-UNIT,484
17558,sugar,B-FOOD,484
17559,cilantro,B-FOOD,484
17560,stems,B-PART,484
17561,and,I-PART,484
17562,vegetables,B-FOOD,484
17563,drained,B-PROCESS,484
17564,1/2,B-QUANTITY,485
17565,cup,B-UNIT,485
17566,plain,B-FOOD,485
17567,greek,I-FOOD,485
17568,teaspoon,B-UNIT,485
17569,maple,B-FOOD,485
17570,syrup,I-FOOD,485
17571,1/4,B-QUANTITY,485
17572,cup,B-UNIT,485
17573,blackberries,B-FOOD,485
17574,2,B-QUANTITY,485
17575,large,B-PHYSICAL_QUALITY,485
17576,eggs,B-FOOD,485
17577,cups,B-UNIT,485
17578,shredded,B-PROCESS,485
17579,sharp,B-TASTE,485
17580,cheddar,B-FOOD,485
17581,cheese,I-FOOD,485
17582,cup,B-UNIT,485
17583,milk,B-FOOD,485
17584,for,B-PURPOSE,485
17585,cornbread,I-PURPOSE,485
17586,eggs,B-FOOD,485
17587,for,B-PURPOSE,485
17588,cornbread,I-PURPOSE,485
17589,cups,B-UNIT,485
17590,creamed,B-PHYSICAL_QUALITY,485
17591,corn,B-FOOD,485
17592,1,B-QUANTITY,485
17593,regular,B-UNIT,485
17594,size,I-UNIT,485
17595,sugar,B-FOOD,485
17596,cilantro,B-FOOD,485
17597,stems,B-PART,485
17598,and,I-PART,485
